Date/Time,07_03_19,11:24,
Operator,Felix Weihs,,
Consignment Number,,,
Sample Type,Other,,
Protocol,Sample,,
Temperature,28.0,,
Results,,,
Time,Green,Blue,Ratio
112.00,612.00,1089.00, 0.56
112.50,682.00,1057.00, 0.65
113.00,641.00,1011.00, 0.63
113.50,658.00,1078.00, 0.61
114.00,590.00,1093.00, 0.54
114.50,612.00,1063.00, 0.58
115.00,653.00,1077.00, 0.61
115.50,660.00,1061.00, 0.62
116.00,648.00,1065.00, 0.61
116.50,614.00,1074.00, 0.57
117.00,638.00,1071.00, 0.60
117.50,642.00,1046.00, 0.61
118.00,630.00,1111.00, 0.57
118.50,653.00,1058.00, 0.62
119.00,665.00,1057.00, 0.63
119.50,655.00,1101.00, 0.59
120.00,678.00,1131.00, 0.60
120.50,693.00,1058.00, 0.66
121.00,678.00,1045.00, 0.65
121.50,636.00,1071.00, 0.59
122.00,670.00,1113.00, 0.60
122.50,682.00,1058.00, 0.64
123.00,660.00,1065.00, 0.62
123.50,661.00,1038.00, 0.64
124.00,593.00,1089.00, 0.54
124.50,640.00,1099.00, 0.58
125.00,689.00,1050.00, 0.66
125.50,628.00,1079.00, 0.58
126.00,666.00,1116.00, 0.60
126.50,682.00,1109.00, 0.61
127.00,639.00,1067.00, 0.60
127.50,678.00,1096.00, 0.62
128.00,670.00,1130.00, 0.59
128.50,648.00,1071.00, 0.61
129.00,635.00,1082.00, 0.59
129.50,659.00,1047.00, 0.63
130.00,667.00,1093.00, 0.61
130.50,687.00,1146.00, 0.60
131.00,653.00,1098.00, 0.59
131.50,626.00,1058.00, 0.59
132.00,657.00,1036.00, 0.63
132.50,676.00,1137.00, 0.59
133.00,691.00,1088.00, 0.64
133.50,673.00,1103.00, 0.61
134.00,695.00,1127.00, 0.62
134.50,673.00,1093.00, 0.62
135.00,709.00,1091.00, 0.65
135.50,669.00,1098.00, 0.61
136.00,666.00,1116.00, 0.60
136.50,672.00,1088.00, 0.62
137.00,661.00,1076.00, 0.61
137.50,720.00,1118.00, 0.64
138.00,674.00,1153.00, 0.58
