Date/Time,07_06_19,15:10,
Operator,Felix Weihs,,
Consignment Number,,,
Sample Type,Other,,
Protocol,Sample,,
Temperature,28.1,,
Results,,,
Time,Green,Blue,Ratio
 0.50, 1.00, 1.00, 1.00
 1.00,446.00,1712.00, 0.26
 1.50,505.00,1948.00, 0.26
 2.00,519.00,2019.00, 0.26
 2.50,539.00,2014.00, 0.27
 3.00,542.00,1959.00, 0.28
 3.50,498.00,2091.00, 0.24
 4.00,546.00,2006.00, 0.27
 4.50,533.00,2047.00, 0.26
 5.00,513.00,2048.00, 0.25
 5.50,519.00,2063.00, 0.25
 6.00,543.00,2008.00, 0.27
 6.50,548.00,2128.00, 0.26
 7.00,500.00,2026.00, 0.25
 7.50,528.00,2154.00, 0.25
 8.00,577.00,2111.00, 0.27
 8.50,542.00,2048.00, 0.26
 9.00,543.00,2057.00, 0.26
 9.50,566.00,2019.00, 0.28
10.00,519.00,2076.00, 0.25
10.50,542.00,2021.00, 0.27
11.00,527.00,2056.00, 0.26
11.50,542.00,2068.00, 0.26
12.00,501.00,2077.00, 0.24
12.50,534.00,2004.00, 0.27
13.00,521.00,2021.00, 0.26
13.50,519.00,2126.00, 0.24
14.00,506.00,2176.00, 0.23
14.50,503.00,2083.00, 0.24
15.00,543.00,2044.00, 0.27
15.50,529.00,2068.00, 0.26
16.00,541.00,2146.00, 0.25
16.50,540.00,2093.00, 0.26
17.00,496.00,2115.00, 0.23
17.50,509.00,2118.00, 0.24
18.00,544.00,2058.00, 0.26
18.50,515.00,2067.00, 0.25
19.00,477.00,2015.00, 0.24
19.50,502.00,2231.00, 0.23
20.00,517.00,2050.00, 0.25
20.50,492.00,2047.00, 0.24
21.00,500.00,2027.00, 0.25
21.50,517.00,2224.00, 0.23
22.00,494.00,2031.00, 0.24
22.50,497.00,2153.00, 0.23
23.00,476.00,2047.00, 0.23
23.50,435.00,2060.00, 0.21
24.00,468.00,2010.00, 0.23
24.50,453.00,2041.00, 0.22
25.00,516.00,2034.00, 0.25
25.50,489.00,1992.00, 0.25
26.00,465.00,2061.00, 0.23
26.50,503.00,2034.00, 0.25
27.00,469.00,2018.00, 0.23
27.50,494.00,2050.00, 0.24
28.00,495.00,1997.00, 0.25
28.50,474.00,2025.00, 0.23
29.00,433.00,1960.00, 0.22
29.50,436.00,1979.00, 0.22
30.00,419.00,2001.00, 0.21
30.50,445.00,1993.00, 0.22
31.00,443.00,1964.00, 0.23
31.50,443.00,1982.00, 0.22
32.00,436.00,1939.00, 0.22
32.50,468.00,1907.00, 0.25
33.00,384.00,1905.00, 0.20
33.50,436.00,1967.00, 0.22
34.00,468.00,1984.00, 0.24
34.50,415.00,2065.00, 0.20
35.00,422.00,1975.00, 0.21
35.50,396.00,1940.00, 0.20
36.00,400.00,1980.00, 0.20
36.50,459.00,1969.00, 0.23
37.00,422.00,1858.00, 0.23
37.50,397.00,1902.00, 0.21
38.00,436.00,1915.00, 0.23
38.50,417.00,1951.00, 0.21
39.00,375.00,1881.00, 0.20
39.50,377.00,1970.00, 0.19
40.00,412.00,1923.00, 0.21
40.50,402.00,1874.00, 0.21
41.00,387.00,1830.00, 0.21
41.50,391.00,1885.00, 0.21
42.00,411.00,1847.00, 0.22
42.50,402.00,1909.00, 0.21
43.00,409.00,1832.00, 0.22
43.50,400.00,1921.00, 0.21
44.00,384.00,1802.00, 0.21
44.50,396.00,1834.00, 0.22
45.00,394.00,1900.00, 0.21
45.50,371.00,1858.00, 0.20
46.00,395.00,1845.00, 0.21
46.50,359.00,1869.00, 0.19
47.00,351.00,1864.00, 0.19
47.50,371.00,1842.00, 0.20
48.00,405.00,1838.00, 0.22
48.50,349.00,1856.00, 0.19
49.00,351.00,1848.00, 0.19
49.50,356.00,1832.00, 0.19
50.00,379.00,1863.00, 0.20
50.50,363.00,1792.00, 0.20
51.00,329.00,1779.00, 0.18
51.50,359.00,1747.00, 0.21
52.00,358.00,1764.00, 0.20
52.50,353.00,1805.00, 0.20
53.00,338.00,1830.00, 0.18
53.50,359.00,1761.00, 0.20
54.00,345.00,1790.00, 0.19
54.50,344.00,1778.00, 0.19
55.00,361.00,1850.00, 0.20
55.50,339.00,1817.00, 0.19
56.00,349.00,1724.00, 0.20
56.50,325.00,1714.00, 0.19
57.00,328.00,1812.00, 0.18
57.50,338.00,1796.00, 0.19
58.00,357.00,1906.00, 0.19
58.50,332.00,1749.00, 0.19
59.00,344.00,1746.00, 0.20
59.50,321.00,1856.00, 0.17
60.00,358.00,1754.00, 0.20
60.50,311.00,1798.00, 0.17
61.00,301.00,1788.00, 0.17
61.50,313.00,1740.00, 0.18
62.00,346.00,1744.00, 0.20
62.50,308.00,1769.00, 0.17
63.00,335.00,1720.00, 0.19
63.50,290.00,1716.00, 0.17
64.00,320.00,1756.00, 0.18
64.50,322.00,1702.00, 0.19
65.00,347.00,1672.00, 0.21
65.50,321.00,1781.00, 0.18
66.00,320.00,1747.00, 0.18
66.50,286.00,1715.00, 0.17
67.00,311.00,1709.00, 0.18
67.50,377.00,1812.00, 0.21
68.00,345.00,1791.00, 0.19
68.50,308.00,1738.00, 0.18
69.00,312.00,1707.00, 0.18
69.50,302.00,1668.00, 0.18
